Order ID,Order Date,Ship Date,Customer Segment,Product Category,Sales,Profit,Quantity,Discount,Region
CA-2014-139619,20-09-2014,24-09-2014,Corporate,Office Supplies,95.616,9.5616,2,0.2,South
CA-2013-118255,12-03-2013,14-03-2013,Corporate,Technology,45.98,19.7714,2,0.0,Central
CA-2013-118255,12-03-2013,14-03-2013,Corporate,Office Supplies,17.46,8.2062,2,0.0,Central
CA-2011-146703,20-10-2011,25-10-2011,Consumer,Office Supplies,211.96,8.4784,4,0.0,Central
CA-2013-169194,21-06-2013,26-06-2013,Consumer,Technology,45.0,4.95,3,0.0,East
CA-2013-169194,21-06-2013,26-06-2013,Consumer,Technology,21.8,6.104,2,0.0,East
CA-2012-115742,18-04-2012,22-04-2012,Consumer,Office Supplies,38.22,17.9634,6,0.0,Central
CA-2012-115742,18-04-2012,22-04-2012,Consumer,Office Supplies,75.18,35.3346,6,0.0,Central
CA-2012-115742,18-04-2012,22-04-2012,Consumer,Furniture,6.16,2.9568,2,0.0,Central
CA-2012-115742,18-04-2012,22-04-2012,Consumer,Furniture,89.99,17.0981,1,0.0,Central
CA-2013-105816,12-12-2013,18-12-2013,Corporate,Office Supplies,15.26,6.2566,7,0.0,East
CA-2013-105816,12-12-2013,18-12-2013,Corporate,Technology,1029.95,298.6855,5,0.0,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Office Supplies,208.56,52.14,6,0.0,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Office Supplies,32.4,15.552,5,0.0,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Furniture,319.41,7.098,5,0.1,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Office Supplies,14.56,6.9888,2,0.0,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Technology,30.0,3.3,2,0.0,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Office Supplies,48.48,16.362,4,0.2,East
CA-2013-111682,18-06-2013,19-06-2013,Consumer,Office Supplies,1.68,0.84,1,0.0,East
CA-2012-135545,24-11-2012,30-11-2012,Consumer,Technology,13.98,6.1512,2,0.0,West
CA-2012-135545,24-11-2012,30-11-2012,Consumer,Office Supplies,25.824,9.3612,6,0.2,West
CA-2012-135545,24-11-2012,30-11-2012,Consumer,Office Supplies,146.73,68.9631,3,0.0,West
CA-2012-135545,24-11-2012,30-11-2012,Consumer,Furniture,79.76,22.3328,4,0.0,West
US-2012-164175,30-04-2012,05-05-2012,Home Office,Furniture,213.115,-15.2225,5,0.3,Central
CA-2011-106376,05-12-2011,10-12-2011,Corporate,Office Supplies,1113.024,111.3024,8,0.2,West
CA-2011-106376,05-12-2011,10-12-2011,Corporate,Technology,167.968,62.988,4,0.2,West
CA-2013-119823,05-06-2013,07-06-2013,Consumer,Office Supplies,75.88,35.6636,2,0.0,South
CA-2013-106075,19-09-2013,24-09-2013,Consumer,Office Supplies,4.616,1.731,1,0.2,East
CA-2014-114440,15-09-2014,18-09-2014,Consumer,Office Supplies,19.05,8.763,3,0.0,Central
US-2012-134026,26-04-2012,02-05-2012,Consumer,Furniture,831.936,-114.3912,8,0.2,South
US-2012-134026,26-04-2012,02-05-2012,Consumer,Furniture,97.04,1.213,2,0.2,South
US-2012-134026,26-04-2012,02-05-2012,Consumer,Office Supplies,72.784,-18.196,1,0.2,South
US-2014-118038,10-12-2014,12-12-2014,Corporate,Office Supplies,1.248,-1.9344,3,0.8,Central
US-2014-118038,10-12-2014,12-12-2014,Corporate,Furniture,9.708,-5.8248,3,0.6,Central
US-2014-118038,10-12-2014,12-12-2014,Corporate,Office Supplies,27.24,2.724,3,0.2,Central
US-2011-147606,26-11-2011,01-12-2011,Consumer,Furniture,19.3,-14.475,5,0.6,Central
CA-2013-127208,13-06-2013,16-06-2013,Corporate,Office Supplies,208.16,56.2032,1,0.0,South
CA-2013-127208,13-06-2013,16-06-2013,Corporate,Office Supplies,16.74,8.0352,3,0.0,South
CA-2011-139451,12-10-2011,16-10-2011,Consumer,Office Supplies,14.9,4.172,5,0.0,West
CA-2011-139451,12-10-2011,16-10-2011,Consumer,Office Supplies,21.39,6.2031,1,0.0,West
CA-2012-149734,03-09-2012,08-09-2012,Corporate,Office Supplies,200.984,62.8075,7,0.2,South
US-2014-119662,14-11-2014,17-11-2014,Home Office,Office Supplies,230.376,-48.9549,3,0.2,Central
CA-2014-140088,29-05-2014,31-05-2014,Consumer,Furniture,301.96,33.2156,2,0.0,South
CA-2014-155558,27-10-2014,03-11-2014,Consumer,Technology,19.99,6.7966,1,0.0,Central
CA-2014-155558,27-10-2014,03-11-2014,Consumer,Office Supplies,6.16,2.9568,2,0.0,Central
CA-2013-159695,06-04-2013,11-04-2013,Home Office,Office Supplies,158.368,13.8572,7,0.2,Central
CA-2013-109806,18-09-2013,23-09-2013,Corporate,Office Supplies,20.1,6.633,3,0.0,West
CA-2013-109806,18-09-2013,23-09-2013,Corporate,Technology,73.584,8.2782,2,0.2,West
CA-2013-109806,18-09-2013,23-09-2013,Corporate,Office Supplies,6.48,3.1104,1,0.0,West
CA-2012-149587,31-01-2012,05-02-2012,Consumer,Office Supplies,12.96,6.2208,2,0.0,Central
CA-2012-149587,31-01-2012,05-02-2012,Consumer,Furniture,53.34,16.5354,3,0.0,Central
CA-2012-149587,31-01-2012,05-02-2012,Consumer,Office Supplies,32.96,16.1504,2,0.0,Central
US-2014-109484,07-11-2014,13-11-2014,Home Office,Office Supplies,5.682,-3.788,1,0.7,West
CA-2014-161018,10-11-2014,12-11-2014,Home Office,Furniture,96.53,40.5426,7,0.0,East
CA-2014-157833,18-06-2014,21-06-2014,Consumer,Office Supplies,51.312,17.9592,3,0.2,West
CA-2013-149223,07-09-2013,12-09-2013,Corporate,Office Supplies,77.88,22.5852,6,0.0,Central
CA-2013-158568,30-08-2013,03-09-2013,Home Office,Office Supplies,64.624,22.6184,7,0.2,Central
CA-2013-158568,30-08-2013,03-09-2013,Home Office,Technology,95.976,-10.7973,3,0.2,Central
CA-2013-158568,30-08-2013,03-09-2013,Home Office,Office Supplies,1.788,-3.0396,3,0.8,Central
CA-2013-129903,02-12-2013,05-12-2013,Consumer,Office Supplies,23.92,11.7208,4,0.0,Central
US-2012-156867,13-11-2012,17-11-2012,Consumer,Technology,238.896,-26.8758,6,0.2,West
US-2012-156867,13-11-2012,17-11-2012,Consumer,Furniture,102.36,-3.8385,3,0.2,West
US-2012-156867,13-11-2012,17-11-2012,Consumer,Office Supplies,36.882,-25.8174,3,0.7,West
CA-2014-119004,24-11-2014,29-11-2014,Consumer,Technology,74.112,17.6016,8,0.2,South
CA-2014-119004,24-11-2014,29-11-2014,Consumer,Technology,27.992,2.0994,1,0.2,South
CA-2014-119004,24-11-2014,29-11-2014,Consumer,Office Supplies,3.304,1.0738,1,0.2,South
CA-2012-129476,15-10-2012,20-10-2012,Home Office,Technology,339.96,67.992,5,0.2,Central
CA-2014-146780,26-12-2014,31-12-2014,Corporate,Furniture,41.96,10.9096,2,0.0,East
CA-2013-128867,04-11-2013,11-11-2013,Consumer,Office Supplies,75.96,22.788,2,0.0,Central
CA-2013-128867,04-11-2013,11-11-2013,Consumer,Office Supplies,27.24,13.3476,6,0.0,Central
CA-2011-115259,25-08-2011,27-08-2011,Consumer,Office Supplies,40.096,14.5348,14,0.2,East
CA-2011-115259,25-08-2011,27-08-2011,Consumer,Office Supplies,4.72,1.652,2,0.2,East
CA-2011-115259,25-08-2011,27-08-2011,Consumer,Office Supplies,23.976,7.4925,3,0.2,East
CA-2011-115259,25-08-2011,27-08-2011,Consumer,Office Supplies,130.464,44.0316,6,0.2,East
CA-2012-110457,02-03-2012,06-03-2012,Consumer,Furniture,787.53,165.3813,3,0.0,West
US-2012-136476,05-04-2012,10-04-2012,Corporate,Office Supplies,157.794,-115.7156,1,0.7,South
CA-2013-103730,13-06-2013,16-06-2013,Consumer,Furniture,47.04,18.3456,3,0.0,East
CA-2013-103730,13-06-2013,16-06-2013,Consumer,Office Supplies,30.84,13.878,4,0.0,East
CA-2013-103730,13-06-2013,16-06-2013,Consumer,Office Supplies,226.56,63.4368,6,0.0,East
CA-2013-103730,13-06-2013,16-06-2013,Consumer,Office Supplies,115.02,51.759,9,0.0,East
CA-2013-103730,13-06-2013,16-06-2013,Consumer,Technology,68.04,19.7316,7,0.0,East
US-2011-152030,26-12-2011,28-12-2011,Home Office,Furniture,600.558,-8.5794,3,0.3,Central
US-2011-134614,20-09-2011,25-09-2011,Consumer,Furniture,617.7,-407.682,6,0.5,Central
US-2014-107272,06-11-2014,13-11-2014,Consumer,Office Supplies,2.388,-1.8308,2,0.7,West
US-2014-107272,06-11-2014,13-11-2014,Consumer,Office Supplies,243.992,30.499,7,0.2,West
US-2013-125969,07-11-2013,11-11-2013,Home Office,Furniture,81.424,-9.1602,2,0.2,West
US-2013-125969,07-11-2013,11-11-2013,Home Office,Furniture,238.56,26.2416,3,0.0,West
US-2014-164147,03-02-2014,06-02-2014,Corporate,Technology,59.97,-11.994,5,0.4,East
US-2014-164147,03-02-2014,06-02-2014,Corporate,Office Supplies,78.304,29.364,2,0.2,East
US-2014-164147,03-02-2014,06-02-2014,Corporate,Office Supplies,21.456,6.9732,9,0.2,East
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,20.04,9.6192,3,0.0,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,35.44,16.6568,1,0.0,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,11.52,3.456,4,0.0,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,4.02,1.9698,2,0.0,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,76.176,26.6616,3,0.2,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Office Supplies,65.88,18.4464,6,0.0,West
CA-2013-145583,14-10-2013,20-10-2013,Consumer,Furniture,43.12,20.6976,14,0.0,West
CA-2013-110366,06-09-2013,08-09-2013,Corporate,Furniture,82.8,10.35,2,0.2,East
CA-2014-106180,19-09-2014,24-09-2014,Corporate,Office Supplies,8.82,2.3814,3,0.0,West
CA-2014-106180,19-09-2014,24-09-2014,Corporate,Office Supplies,10.86,5.1042,3,0.0,West
CA-2014-106180,19-09-2014,24-09-2014,Corporate,Office Supplies,143.7,68.976,3,0.0,West
CA-2014-155376,23-12-2014,28-12-2014,Consumer,Office Supplies,839.43,218.2518,3,0.0,Central
CA-2012-110744,07-09-2012,12-09-2012,Consumer,Office Supplies,671.93,20.1579,7,0.0,West
CA-2011-110072,22-10-2011,28-10-2011,Home Office,Furniture,93.888,12.9096,4,0.2,East
CA-2013-114489,06-12-2013,10-12-2013,Corporate,Technology,384.45,103.8015,11,0.0,Central
CA-2013-114489,06-12-2013,10-12-2013,Corporate,Technology,149.97,5.9988,3,0.0,Central
CA-2013-114489,06-12-2013,10-12-2013,Corporate,Furniture,1951.84,585.552,8,0.0,Central
CA-2013-114489,06-12-2013,10-12-2013,Corporate,Office Supplies,171.55,80.6285,5,0.0,Central
CA-2013-158834,14-03-2013,17-03-2013,Home Office,Office Supplies,157.92,17.766,5,0.2,West
CA-2013-158834,14-03-2013,17-03-2013,Home Office,Technology,203.184,15.2388,2,0.2,West
CA-2012-124919,31-05-2012,02-06-2012,Corporate,Office Supplies,58.38,26.271,7,0.0,West
CA-2012-124919,31-05-2012,02-06-2012,Corporate,Office Supplies,105.52,48.5392,4,0.0,West
CA-2012-124919,31-05-2012,02-06-2012,Corporate,Office Supplies,80.88,21.0288,6,0.0,West
CA-2012-118948,28-05-2012,03-06-2012,Home Office,Office Supplies,6.63,1.7901,3,0.0,West
CA-2011-104269,01-03-2011,06-03-2011,Consumer,Furniture,457.568,51.4764,2,0.2,West
CA-2013-114104,21-11-2013,25-11-2013,Consumer,Office Supplies,14.62,6.8714,2,0.0,Central
CA-2013-114104,21-11-2013,25-11-2013,Consumer,Technology,944.93,236.2325,7,0.0,Central
CA-2013-162733,12-05-2013,13-05-2013,Consumer,Office Supplies,5.98,2.691,1,0.0,West
CA-2012-119697,28-12-2012,31-12-2012,Consumer,Technology,54.384,1.3596,2,0.2,East
CA-2013-154508,17-11-2013,21-11-2013,Consumer,Office Supplies,28.4,13.348,5,0.0,West
CA-2013-113817,08-11-2013,12-11-2013,Consumer,Office Supplies,27.68,9.688,2,0.2,West
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Office Supplies,9.936,2.7324,3,0.2,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Technology,8159.952,-1359.992,8,0.4,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Office Supplies,275.928,-58.6347,3,0.2,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Furniture,1740.06,-24.858,9,0.3,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Office Supplies,32.064,6.8136,6,0.2,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Office Supplies,177.98,-453.849,5,0.8,Central
CA-2011-139892,08-09-2011,12-09-2011,Consumer,Technology,143.976,8.9985,3,0.2,Central
CA-2011-118962,05-08-2011,09-08-2011,Consumer,Office Supplies,20.94,9.8418,3,0.0,West
CA-2011-118962,05-08-2011,09-08-2011,Consumer,Office Supplies,110.96,53.2608,2,0.0,West
CA-2011-118962,05-08-2011,09-08-2011,Consumer,Furniture,340.144,21.259,7,0.2,West
US-2011-100853,14-09-2011,19-09-2011,Corporate,Office Supplies,52.448,-131.12,2,0.8,Central
US-2011-100853,14-09-2011,19-09-2011,Corporate,Office Supplies,20.16,6.552,4,0.2,Central
US-2014-152366,22-04-2014,26-04-2014,Consumer,Office Supplies,97.264,-243.16,4,0.8,Central
US-2012-101511,21-11-2012,23-11-2012,Consumer,Furniture,396.802,-11.3372,7,0.3,East
US-2012-101511,21-11-2012,23-11-2012,Consumer,Office Supplies,15.88,-3.7715,5,0.2,East
CA-2012-137225,15-12-2012,19-12-2012,Home Office,Office Supplies,3.28,1.4104,1,0.0,East
CA-2011-166191,05-12-2011,09-12-2011,Corporate,Office Supplies,24.816,1.8612,2,0.2,Central
CA-2011-166191,05-12-2011,09-12-2011,Corporate,Technology,408.744,76.6395,7,0.2,Central
CA-2011-158274,19-11-2011,24-11-2011,Home Office,Technology,503.96,131.0296,4,0.0,South
CA-2011-158274,19-11-2011,24-11-2011,Home Office,Technology,149.95,41.986,5,0.0,South
CA-2011-158274,19-11-2011,24-11-2011,Home Office,Technology,29.0,7.25,2,0.0,South
CA-2013-105018,29-11-2013,03-12-2013,Consumer,Office Supplies,7.16,3.4368,2,0.0,East
CA-2011-123260,26-08-2011,30-08-2011,Home Office,Technology,176.8,22.984,8,0.0,West
CA-2013-157000,17-07-2013,23-07-2013,Corporate,Office Supplies,37.224,3.7224,3,0.2,Central
CA-2013-157000,17-07-2013,23-07-2013,Corporate,Office Supplies,20.016,6.255,3,0.2,Central
CA-2012-102281,12-10-2012,14-10-2012,Home Office,Furniture,899.136,112.392,4,0.2,East
CA-2012-102281,12-10-2012,14-10-2012,Home Office,Technology,71.76,20.0928,6,0.0,East
CA-2012-102281,12-10-2012,14-10-2012,Home Office,Office Supplies,51.84,24.8832,8,0.0,East
CA-2012-102281,12-10-2012,14-10-2012,Home Office,Furniture,626.352,46.9764,3,0.2,East
CA-2012-102281,12-10-2012,14-10-2012,Home Office,Office Supplies,19.9,6.567,5,0.0,East
CA-2012-131457,31-10-2012,06-11-2012,Corporate,Office Supplies,14.28,6.7116,7,0.0,West
CA-2011-140004,21-03-2011,25-03-2011,Consumer,Office Supplies,7.408,1.2038,2,0.2,East
CA-2011-140004,21-03-2011,25-03-2011,Consumer,Office Supplies,6.048,1.5876,3,0.2,East
CA-2014-107720,07-11-2014,14-11-2014,Home Office,Office Supplies,46.26,12.0276,3,0.0,East
US-2014-124303,07-07-2014,14-07-2014,Corporate,Office Supplies,2.946,-2.2586,2,0.7,East
US-2014-124303,07-07-2014,14-07-2014,Corporate,Office Supplies,16.056,5.8203,3,0.2,East
CA-2014-105074,25-06-2014,30-06-2014,Consumer,Office Supplies,21.744,6.795,3,0.2,East
CA-2011-133690,03-08-2011,05-08-2011,Consumer,Furniture,218.75,-161.875,2,0.5,West
CA-2011-133690,03-08-2011,05-08-2011,Consumer,Office Supplies,2.6,0.2925,1,0.2,West
US-2014-116701,18-12-2014,22-12-2014,Consumer,Office Supplies,66.284,-178.9668,2,0.8,Central
CA-2014-126382,04-06-2014,08-06-2014,Corporate,Furniture,35.168,9.6712,7,0.2,South
CA-2014-108329,10-12-2014,15-12-2014,Consumer,Technology,444.768,44.4768,4,0.2,West
CA-2014-135860,02-12-2014,08-12-2014,Consumer,Office Supplies,83.92,5.8744,4,0.0,Central
CA-2014-135860,02-12-2014,08-12-2014,Consumer,Technology,131.98,35.6346,2,0.0,Central
CA-2014-135860,02-12-2014,08-12-2014,Consumer,Office Supplies,15.92,7.4824,4,0.0,Central
CA-2014-135860,02-12-2014,08-12-2014,Consumer,Office Supplies,52.29,16.2099,9,0.0,Central
CA-2014-135860,02-12-2014,08-12-2014,Consumer,Office Supplies,91.99,3.6796,1,0.0,Central
CA-2012-101007,09-02-2012,13-02-2012,Corporate,Technology,20.8,6.5,2,0.2,Central
CA-2012-146262,02-01-2012,09-01-2012,Corporate,Office Supplies,23.68,8.88,2,0.2,East
CA-2012-146262,02-01-2012,09-01-2012,Corporate,Furniture,452.45,-244.323,5,0.5,East
CA-2012-146262,02-01-2012,09-01-2012,Corporate,Technology,62.982,-14.6958,3,0.4,East
CA-2012-146262,02-01-2012,09-01-2012,Corporate,Technology,1188.0,-950.4,9,0.7,East
CA-2012-146262,02-01-2012,09-01-2012,Corporate,Technology,89.584,4.4792,2,0.2,East
CA-2013-130162,29-10-2013,02-11-2013,Consumer,Office Supplies,93.06,26.0568,6,0.0,West
CA-2013-130162,29-10-2013,02-11-2013,Consumer,Technology,302.376,22.6782,3,0.2,West
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Office Supplies,5.584,1.8148,2,0.2,East
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Office Supplies,22.704,8.2302,6,0.2,East
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Office Supplies,19.776,-13.8432,4,0.7,East
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Furniture,72.704,19.0848,4,0.2,East
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Technology,479.988,-383.9904,4,0.7,East
CA-2012-169397,24-12-2012,27-12-2012,Consumer,Office Supplies,27.168,2.7168,2,0.2,East
CA-2012-163055,09-08-2012,16-08-2012,Corporate,Office Supplies,2.2,0.968,1,0.0,Central
CA-2012-163055,09-08-2012,16-08-2012,Corporate,Furniture,622.45,136.939,5,0.0,Central
CA-2012-163055,09-08-2012,16-08-2012,Corporate,Office Supplies,21.98,0.2198,1,0.0,Central
US-2012-145436,28-02-2012,04-03-2012,Consumer,Furniture,161.568,-28.2744,2,0.2,South
US-2012-145436,28-02-2012,04-03-2012,Consumer,Furniture,389.696,43.8408,8,0.2,South
US-2011-156216,13-09-2011,17-09-2011,Corporate,Office Supplies,18.648,-12.432,7,0.7,South
US-2014-100930,08-04-2014,13-04-2014,Home Office,Furniture,233.86,-102.048,2,0.45,South
US-2014-100930,08-04-2014,13-04-2014,Home Office,Furniture,620.6145,-248.2458,3,0.45,South
US-2014-100930,08-04-2014,13-04-2014,Home Office,Office Supplies,5.328,-3.552,2,0.7,South
US-2014-100930,08-04-2014,13-04-2014,Home Office,Furniture,258.072,0.0,3,0.2,South
US-2014-100930,08-04-2014,13-04-2014,Home Office,Technology,617.976,-7.7247,3,0.2,South
CA-2014-160514,13-11-2014,17-11-2014,Corporate,Office Supplies,10.56,4.752,2,0.0,West
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Office Supplies,25.92,9.396,5,0.2,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Furniture,419.68,-356.728,5,0.6,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Furniture,11.688,-4.6752,3,0.6,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Technology,31.984,11.1944,2,0.2,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Furniture,177.225,-120.513,5,0.5,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Furniture,4.044,-2.8308,3,0.6,Central
CA-2013-157749,05-06-2013,10-06-2013,Consumer,Office Supplies,7.408,1.2038,2,0.2,Central
CA-2011-131926,01-06-2011,06-06-2011,Home Office,Furniture,2001.86,580.5394,7,0.0,Central
CA-2011-131926,01-06-2011,06-06-2011,Home Office,Office Supplies,166.72,41.68,2,0.0,Central
CA-2011-131926,01-06-2011,06-06-2011,Home Office,Office Supplies,47.88,23.94,6,0.0,Central
CA-2011-131926,01-06-2011,06-06-2011,Home Office,Office Supplies,1503.25,496.0725,5,0.0,Central
CA-2011-131926,01-06-2011,06-06-2011,Home Office,Office Supplies,25.92,12.4416,4,0.0,Central
CA-2013-154739,11-12-2013,16-12-2013,Consumer,Furniture,321.568,28.1372,2,0.2,West
CA-2013-145625,12-09-2013,18-09-2013,Consumer,Office Supplies,7.61,3.5767,1,0.0,West
CA-2013-145625,12-09-2013,18-09-2013,Consumer,Technology,3347.37,636.0003,13,0.0,West
CA-2013-146941,11-12-2013,14-12-2013,Consumer,Office Supplies,80.58,22.5624,6,0.0,East
CA-2013-146941,11-12-2013,14-12-2013,Consumer,Office Supplies,361.92,162.864,4,0.0,East
US-2012-159982,28-11-2012,04-12-2012,Corporate,Furniture,12.132,-8.4924,9,0.6,Central
US-2012-159982,28-11-2012,04-12-2012,Corporate,Office Supplies,82.368,-19.5624,2,0.2,Central
US-2012-159982,28-11-2012,04-12-2012,Corporate,Office Supplies,53.92,4.044,5,0.2,Central
US-2012-159982,28-11-2012,04-12-2012,Corporate,Technology,647.904,56.6916,6,0.2,Central
CA-2014-163139,02-12-2014,04-12-2014,Consumer,Technology,20.37,6.9258,3,0.0,East
CA-2014-163139,02-12-2014,04-12-2014,Consumer,Office Supplies,221.55,6.6465,3,0.0,East
CA-2014-163139,02-12-2014,04-12-2014,Consumer,Office Supplies,17.52,6.132,5,0.2,East
US-2014-155299,09-06-2014,13-06-2014,Corporate,Office Supplies,1.624,-4.466,2,0.8,Central
US-2011-106992,19-09-2011,21-09-2011,Corporate,Technology,3059.982,-509.997,3,0.4,Central
US-2011-106992,19-09-2011,21-09-2011,Corporate,Technology,2519.958,-251.9958,7,0.4,Central
CA-2013-125318,07-06-2013,14-06-2013,Consumer,Technology,328.224,28.7196,4,0.2,Central
CA-2012-155040,10-11-2012,15-11-2012,Consumer,Technology,79.9,35.156,2,0.0,West
CA-2014-136826,17-06-2014,21-06-2014,Corporate,Office Supplies,14.016,4.7304,3,0.2,South
CA-2013-111010,22-01-2013,28-01-2013,Consumer,Office Supplies,7.56,0.3024,6,0.0,East
US-2014-145366,10-12-2014,14-12-2014,Corporate,Office Supplies,37.208,-7.4416,1,0.2,East
US-2014-145366,10-12-2014,14-12-2014,Corporate,Office Supplies,57.576,21.591,3,0.2,East
CA-2014-163979,29-12-2014,03-01-2015,Corporate,Office Supplies,725.84,210.4936,4,0.0,West
CA-2012-155334,30-07-2012,31-07-2012,Consumer,Technology,209.93,92.3692,7,0.0,West
